0 27 46 38 46 8 21 40 3 8 1 25 28 42 4 2 47 31 32 49 
13 44 39 15 45 37 33 4 1 38 21 31 29 10 46 41 28 24 33 44 
44 27 25 14 26 23 25 7 44 6 7 31 34 30 39 44 31 34 43 13 
18 34 44 27 42 35 49 9 9 44 30 8 32 42 24 49 49 5 8 9 
16 7 32 41 39 50 19 2 17 47 48 8 38 0 46 31 14 49 25 16 
20 49 7 5 11 40 33 23 16 36 6 42 39 26 21 20 16 41 31 40 
41 41 34 24 3 39 23 49 46 32 17 19 23 43 49 17 28 13 40 19 
46 16 21 42 38 13 37 41 24 45 15 2 10 24 14 38 29 17 42 13 
39 19 34 12 46 28 29 38 41 14 22 15 49 45 34 26 6 15 25 46 
23 31 2 16 4 46 4 40 46 22 25 1 15 40 40 11 43 9 11 40 
22 39 35 26 25 13 48 16 22 15 6 6 3 29 19 10 34 3 5 5 
33 45 41 8 33 31 28 12 7 30 34 40 16 18 20 37 23 11 13 12 
36 17 8 37 7 26 11 29 25 34 47 12 7 49 1 8 35 23 10 31 
38 1 14 13 31 29 17 26 13 37 38 2 41 15 7 37 45 16 10 16 
47 36 8 17 50 35 48 47 9 28 40 34 19 43 50 23 46 3 26 34 
19 32 7 27 12 33 35 26 29 12 0 30 29 40 8 31 40 42 32 37 
11 33 18 36 19 47 35 24 36 30 25 32 23 8 28 6 1 28 45 20 
46 30 1 2 25 29 40 3 33 16 15 23 37 4 26 34 15 49 26 28 
5 44 1 50 30 42 8 19 3 0 46 32 49 29 21 32 33 49 17 15 
32 48 15 44 11 40 47 17 9 7 22 24 15 43 13 10 2 12 5 26 
32 30 50 9 23 11 42 9 43 28 4 8 26 49 28 25 47 23 36 29 
12 1 20 5 32 29 4 28 47 21 11 31 22 35 28 32 48 35 2 12 
3 29 48 29 40 11 29 6 3 7 19 14 39 46 35 11 17 26 10 20 
46 16 39 3 42 30 39 18 20 50 6 7 29 24 14 19 4 28 46 34 
17 19 21 44 32 1 4 13 17 42 10 31 36 17 32 49 41 0 29 45 
15 39 8 46 34 31 24 13 38 16 32 1 40 44 47 29 32 33 29 22 
17 38 50 45 21 46 8 50 38 32 1 1 40 50 18 21 26 41 27 18 
34 5 7 29 44 4 15 31 48 2 40 13 40 47 13 42 40 29 8 27 
9 49 28 4 19 19 0 40 17 28 37 1 25 25 19 39 48 9 2 0 
35 26 36 21 28 30 33 33 20 22 27 27 14 16 46 33 37 30 32 22 
44 16 30 28 30 41 25 1 42 16 20 31 4 46 27 0 1 11 39 23 
11 47 5 36 35 43 39 28 11 2 12 2 35 3 42 2 23 41 14 26 
49 17 2 35 25 6 22 5 32 29 36 33 30 30 38 12 41 39 16 17 
30 50 20 40 21 6 20 24 35 29 29 2 19 27 31 29 5 43 32 50 
3 27 1 36 4 31 36 15 4 46 28 44 42 24 22 13 26 3 42 8 
50 5 7 10 33 31 10 48 14 31 37 50 50 10 7 43 27 27 1 30 
19 30 21 22 14 15 41 27 2 50 16 3 34 18 18 36 15 43 45 11 
30 41 36 10 5 2 8 16 22 17 38 16 41 23 28 19 42 48 23 23 
23 44 25 25 9 44 14 37 50 35 46 7 36 3 49 3 29 27 8 26 
41 10 48 20 11 31 40 19 5 29 28 38 17 40 0 37 2 35 4 28 
27 31 16 43 8 49 16 11 5 46 12 31 32 16 46 25 50 5 19 33 
17 34 0 22 12 22 48 17 39 49 35 12 37 47 5 38 23 31 1 31 
38 13 8 9 31 44 31 10 7 45 50 35 37 28 24 6 22 43 10 19 
41 34 31 32 10 43 21 29 45 10 33 44 0 49 37 0 31 7 18 13 
17 40 17 22 29 33 15 15 8 43 11 23 49 29 2 48 39 40 31 10 
15 30 23 22 49 17 27 48 0 27 31 32 3 23 29 14 11 25 44 48 
37 6 11 36 17 18 43 15 8 8 4 23 39 47 42 21 8 11 43 37 
14 10 33 14 40 45 6 1 44 29 37 26 46 5 39 17 1 15 20 29 
19 10 10 10 49 26 16 38 33 37 38 35 21 29 27 45 22 32 19 35 
12 20 1 34 17 35 19 19 32 47 28 2 27 42 20 31 12 49 14 49 
45 8 47 18 34 37 38 48 16 25 23 28 20 44 49 8 12 0 7 48 
2 0 27 45 18 35 29 50 14 33 37 35 50 5 6 14 42 13 17 6 
39 11 3 50 35 45 50 10 18 43 27 30 13 22 5 25 15 12 3 28 
28 49 27 23 17 38 12 38 15 17 25 38 36 33 3 13 34 38 33 21 
15 41 50 28 38 32 44 44 7 45 50 36 27 36 32 42 36 48 29 47 
3 7 26 24 1 32 8 31 14 15 2 29 50 27 42 31 31 49 24 16 
10 42 24 35 12 26 35 2 47 33 38 49 39 50 19 45 33 22 50 7 
38 42 26 18 15 39 12 44 12 44 3 10 3 0 44 9 47 8 23 46 
47 0 6 8 20 9 13 19 2 17 16 11 12 35 43 42 45 33 29 28 
39 15 11 30 31 31 7 25 37 22 1 0 8 18 20 25 40 18 7 9 
33 37 46 12 40 15 10 21 43 15 14 22 49 31 10 19 1 43 38 11 
30 3 30 34 5 36 21 4 36 33 25 32 42 3 12 1 17 5 36 47 
41 10 4 23 35 19 6 22 47 20 7 50 36 17 41 17 5 15 3 5 
15 35 41 48 19 47 4 28 4 40 29 8 7 9 32 0 41 11 5 41 
18 25 46 20 1 42 0 30 48 3 28 49 42 28 6 22 42 10 23 16 
48 14 29 3 43 11 2 24 23 24 30 41 17 36 20 39 11 6 5 10 
46 35 6 46 45 35 10 25 0 30 14 18 9 7 15 50 21 22 21 32 
28 34 33 8 29 50 5 29 48 47 13 50 8 42 7 0 39 4 3 49 
48 49 40 33 24 4 14 15 15 8 21 22 24 38 0 36 44 25 35 40 
3 47 23 14 18 16 11 7 9 33 38 3 4 3 14 48 39 37 1 38 
33 13 43 35 49 16 15 5 35 30 50 15 24 7 41 22 44 8 47 21 
48 48 4 24 36 5 28 33 15 19 23 9 1 4 43 35 21 8 50 25 
28 6 38 12 20 38 12 11 18 32 9 31 28 44 25 48 3 36 41 38 
10 41 9 14 12 17 18 0 4 36 8 46 30 27 4 25 45 12 28 2 
29 50 17 5 22 15 43 18 0 17 24 33 40 49 50 4 30 0 1 3 
28 23 16 15 39 4 48 19 5 32 46 47 28 42 18 27 7 1 11 28 
17 24 33 23 11 43 38 19 14 39 39 37 7 43 37 19 29 21 39 1 
44 2 39 17 48 20 14 8 17 33 31 36 22 13 21 26 7 46 42 13 
27 28 50 6 31 15 49 20 27 45 19 33 24 27 15 42 36 36 46 34 
5 38 44 20 38 46 0 34 50 50 26 27 12 20 1 5 40 28 28 50 
2 6 0 17 38 48 28 28 43 46 49 19 20 43 40 49 41 4 15 46 
31 47 20 50 43 16 50 38 14 1 22 20 46 2 27 19 42 24 4 16 
10 12 2 0 19 32 40 37 14 50 25 26 31 20 22 8 50 23 38 12 
41 2 14 23 37 39 35 29 37 0 46 28 19 34 9 36 10 10 29 37 
39 19 20 37 39 20 39 34 10 25 2 17 48 11 44 6 47 15 20 21 
36 25 45 2 6 0 30 22 6 33 17 9 29 34 6 11 45 22 27 47 
1 29 45 30 25 17 5 5 32 19 12 30 36 32 23 4 7 29 18 17 
23 19 6 43 6 34 6 45 11 10 25 32 47 32 2 39 11 38 5 36 
38 20 37 20 32 22 2 19 18 37 30 17 45 36 34 21 13 27 1 13 
25 38 38 33 46 38 40 4 24 13 35 12 28 15 20 2 34 35 18 1 
17 44 37 43 49 4 42 2 3 21 36 30 18 48 29 4 50 46 16 7 
3 28 34 22 26 24 47 27 26 45 41 13 28 29 8 46 1 33 48 21 
1 46 43 20 21 17 12 17 30 50 12 3 5 32 29 31 35 39 36 20 
26 10 28 34 43 49 15 1 46 36 45 26 7 12 43 50 32 7 23 45 
18 36 50 34 49 29 33 38 49 28 40 13 40 50 21 16 8 22 42 35 
39 48 28 5 5 16 41 41 1 35 31 7 3 43 17 44 8 19 35 16 
3 23 35 39 46 23 12 4 10 34 48 26 3 28 24 17 37 22 17 4 
26 18 25 50 38 2 12 20 38 32 35 12 43 35 41 48 31 20 36 30 
16 4 24 48 26 23 1 3 48 10 49 7 10 45 11 48 1 20 5 16 
3 48 40 5 20 47 15 1 48 47 43 28 12 26 48 3 30 30 21 30 
33 47 13 0 26 2 13 22 26 4 42 41 41 4 36 8 17 22 20 39 
14 21 2 50 46 23 3 9 46 29 40 38 10 5 36 20 20 33 43 1 
9 7 30 6 7 7 42 47 22 17 35 14 32 1 3 41 7 27 48 24 
8 31 8 37 29 15 21 42 5 7 6 41 17 20 12 3 10 48 30 8 
46 33 48 15 29 24 23 48 28 36 49 11 34 28 38 18 40 43 29 14 
39 35 37 12 2 24 31 46 50 29 15 43 2 50 15 34 15 24 40 9 
22 17 24 38 9 37 16 30 40 47 39 21 6 15 3 30 48 50 39 47 
35 12 23 46 7 14 9 4 2 30 26 28 29 42 23 46 32 48 41 37 
33 19 14 5 0 40 38 26 33 7 6 26 26 2 49 9 12 39 39 11 
21 40 25 24 16 5 10 15 3 9 44 25 11 0 21 48 13 19 32 29 
31 46 14 31 31 2 4 12 7 2 7 20 18 10 34 49 30 19 9 7 
35 8 26 47 26 30 16 0 12 19 11 6 14 42 23 3 2 12 39 12 
41 22 11 30 44 23 47 12 24 32 12 31 9 28 10 47 15 41 32 17 
41 42 40 42 9 38 10 8 1 20 44 21 29 50 14 17 14 33 34 24 
40 7 28 46 1 36 49 21 12 15 12 41 45 11 49 29 28 30 13 11 
12 27 43 48 47 17 0 33 4 1 22 13 9 30 18 33 22 27 33 10 
27 21 38 43 35 32 38 12 27 23 6 27 22 44 2 34 28 47 27 15 
10 29 43 7 18 13 2 12 28 12 32 36 29 35 8 19 50 42 39 48 
34 50 27 46 10 1 9 32 6 28 1 2 4 47 9 36 28 13 26 43 
7 7 27 25 42 26 10 11 9 15 10 43 23 34 1 33 41 48 5 44 
4 17 47 29 44 36 21 31 1 37 43 34 49 24 19 10 0 6 7 38 
49 33 2 33 17 46 13 26 8 39 3 22 46 49 43 36 48 33 2 38 
7 19 21 16 3 26 6 36 23 7 42 22 49 42 2 50 40 34 20 39 
2 27 16 32 12 28 47 45 11 9 12 28 20 39 18 50 5 31 48 7 
19 2 7 16 33 44 20 9 37 25 33 14 14 50 10 48 49 24 12 45 
47 6 29 10 24 30 21 49 15 49 17 15 14 21 21 0 29 25 11 0 
6 38 11 27 5 34 11 13 37 14 23 35 19 46 25 29 26 11 42 41 
2 39 24 19 34 49 44 15 3 19 19 44 16 31 16 36 31 31 17 3 
9 14 36 2 19 24 49 1 34 2 9 41 45 50 11 48 35 30 24 10 
10 29 14 24 43 7 6 43 26 7 26 3 24 13 49 41 16 47 34 33 
19 27 14 6 23 17 14 8 23 50 17 12 13 49 28 25 22 50 45 46 
22 20 2 33 32 30 10 24 11 25 42 40 20 32 38 27 29 11 1 19 
25 44 33 46 2 39 14 33 45 42 0 37 6 0 36 9 13 26 18 38 
1 9 17 12 43 23 20 34 5 6 18 29 24 1 15 41 41 6 11 45 
1 45 44 45 21 24 7 5 30 28 48 14 9 26 34 12 14 48 23 17 
17 23 1 21 40 44 21 2 11 8 3 1 49 24 17 21 6 18 9 3 
7 37 34 46 25 1 9 32 31 3 48 10 21 16 17 2 16 26 38 37 
39 15 26 16 36 22 29 23 38 47 39 38 9 2 33 49 30 26 21 4 
30 46 18 40 19 0 16 31 46 1 11 33 10 25 13 29 9 27 29 33 
7 35 40 32 47 24 41 28 35 4 0 15 36 12 4 19 47 25 18 22 
38 1 29 47 43 14 39 36 45 19 10 13 9 21 10 13 24 34 2 30 
0 21 15 42 48 25 28 22 41 2 31 38 18 7 27 45 29 24 31 22 
19 16 5 21 42 48 47 33 4 2 38 25 49 14 14 35 49 36 13 41 
29 36 38 19 46 10 45 48 20 47 8 9 16 19 48 15 6 23 48 31 
0 14 33 45 19 10 27 26 9 38 33 13 31 0 47 42 37 45 21 42 
1 5 8 10 17 6 3 20 8 47 29 8 47 38 30 15 40 14 46 18 
6 33 26 16 26 47 17 2 16 41 49 43 6 36 43 5 46 43 43 27 
29 46 31 3 22 48 33 18 38 20 35 49 32 0 45 13 8 23 37 11 
26 30 35 20 39 38 10 40 26 39 38 37 10 36 43 35 17 26 18 19 
16 1 11 15 45 8 4 18 12 2 25 38 19 34 19 29 49 42 47 12 
7 12 16 10 29 38 13 30 32 35 28 0 31 11 3 40 35 35 2 40 
21 28 30 16 48 12 0 49 10 41 45 48 26 19 48 45 28 47 30 23 
44 32 44 26 12 30 35 8 37 30 45 42 45 46 30 7 42 45 6 50 
8 1 8 37 36 45 20 44 14 7 49 5 32 26 23 13 15 25 11 13 
36 40 45 7 31 1 22 19 0 17 4 6 22 3 42 18 15 47 45 44 
24 7 29 42 3 16 44 44 12 34 5 14 39 23 14 28 28 46 42 22 
22 5 38 8 25 4 42 0 38 41 9 24 36 37 48 30 25 42 41 1 
29 49 29 32 37 5 14 9 22 29 21 31 15 31 10 13 47 4 10 43 
48 14 6 27 19 25 31 26 10 0 0 16 35 16 34 18 15 41 49 2 
39 16 15 14 44 1 10 35 21 47 38 37 34 11 50 13 38 44 2 3 
7 49 28 14 34 28 34 28 48 2 15 24 48 9 18 22 15 11 31 4 
29 36 15 27 15 37 7 36 19 34 24 45 49 8 15 15 34 9 20 1 
24 4 37 31 32 10 1 42 37 32 21 9 26 5 39 23 27 25 41 6 
44 32 35 48 45 47 41 15 13 8 48 2 36 50 16 22 28 28 12 12 
16 26 44 36 6 8 41 34 8 47 25 18 23 16 26 33 45 16 25 30 
48 6 43 46 27 16 7 49 37 26 16 45 19 33 17 1 39 19 17 32 
47 3 16 46 24 44 45 2 44 48 9 42 31 46 50 32 49 18 36 14 
25 3 48 48 27 29 3 35 17 3 12 28 25 28 29 12 29 28 11 2 
1 2 28 50 36 27 40 46 41 47 48 42 25 30 1 4 18 21 37 34 
23 23 39 13 26 37 31 18 10 33 28 5 18 0 3 17 43 32 38 32 
12 45 34 33 9 1 48 3 39 34 0 45 31 45 10 25 4 10 49 27 
9 22 11 6 2 17 5 44 15 40 22 13 24 16 44 49 40 28 10 25 
44 26 4 35 31 41 10 2 9 40 0 16 4 33 32 38 28 48 27 37 
5 36 0 33 11 34 6 40 50 7 41 41 1 32 28 13 36 49 41 6 
33 7 13 12 44 41 1 48 47 38 6 17 45 13 18 20 29 49 10 8 
8 26 1 23 45 15 50 42 10 18 22 48 8 7 27 17 43 1 14 32 
49 50 24 26 14 30 28 31 37 2 8 34 33 30 2 41 24 49 50 39 
32 47 13 2 1 39 9 17 20 48 36 7 6 48 36 24 50 22 36 47 
2 6 6 31 22 32 8 48 25 5 42 39 2 27 44 24 27 40 33 31 
45 22 31 28 47 5 13 3 41 23 30 2 7 48 34 37 28 50 48 26 
34 12 2 28 45 21 7 21 32 45 28 8 39 4 9 24 4 0 31 38 
7 10 7 14 11 34 44 47 0 3 2 23 23 24 27 34 5 22 27 28 
30 40 30 42 42 29 15 32 15 7 41 9 37 6 22 48 48 34 30 10 
8 3 47 32 45 33 38 1 48 21 0 7 9 48 5 30 34 1 6 15 
28 24 28 18 35 33 13 2 14 45 37 4 40 46 16 45 22 18 24 33 
6 26 36 31 43 14 17 33 26 18 18 21 10 30 49 26 4 32 50 29 
1 28 29 27 26 3 13 26 9 1 37 42 7 35 37 37 13 4 19 41 
10 11 1 28 45 47 38 22 25 37 50 20 12 11 9 31 41 43 48 21 
21 28 46 14 9 20 41 7 50 31 42 10 50 24 8 16 2 35 50 30 
3 9 37 0 3 47 37 1 1 17 46 31 32 3 32 17 49 6 17 36 
15 12 15 7 0 26 31 27 6 11 29 5 11 16 11 45 38 43 32 46 
50 16 11 29 36 5 35 35 43 43 3 31 50 47 50 8 7 43 39 28 
30 34 44 18 9 32 25 1 38 37 40 41 45 13 16 25 32 13 43 4 
38 18 25 48 23 26 28 40 35 14 33 8 2 26 41 13 5 4 23 24 
43 15 3 34 7 30 43 30 37 28 41 2 22 22 47 23 50 42 19 26 
23 39 31 7 33 10 10 1 50 32 10 9 0 19 50 2 21 3 5 39 
8 45 47 10 3 33 36 47 6 18 7 18 7 30 30 5 32 7 42 47 
19 25 17 4 46 20 14 11 17 13 29 0 29 10 23 28 13 39 12 21 
29 42 0 23 22 5 9 49 22 37 29 20 5 39 20 9 32 26 27 7 
24 13 45 29 6 34 31 20 50 31 19 12 0 34 7 34 3 16 10 10 
15 16 42 35 34 4 25 44 41 19 11 1 33 35 41 49 32 7 46 44 
38 11 26 39 50 33 23 43 25 13 2 0 47 18 0 45 29 36 19 22 
44 46 23 32 10 31 32 27 18 4 24 32 34 10 36 8 50 20 12 21 
6 9 10 7 40 44 47 9 9 9 44 3 12 1 25 11 33 48 14 18 
47 12 17 46 46 27 11 0 24 43 38 46 24 38 28 50 43 9 16 32 
8 41 39 39 48 18 24 4 11 22 19 12 33 22 24 10 5 0 26 37 
35 17 16 25 8 45 47 13 2 14 34 36 8 20 49 10 7 11 0 6 
44 12 28 6 49 9 26 14 20 41 20 43 50 11 6 42 14 44 9 33 
15 50 33 46 42 19 41 23 44 46 20 10 18 24 25 32 7 10 34 32 
47 38 47 2 24 30 19 13 41 33 3 7 9 17 29 31 50 29 26 43 
9 46 15 47 42 24 7 15 48 40 47 24 30 37 18 26 2 48 25 39 
4 20 47 49 7 17 14 16 33 11 11 14 19 18 29 18 27 5 12 8 
40 46 24 4 30 13 21 44 14 27 32 44 13 50 2 37 16 28 38 6 
44 41 13 9 15 5 29 41 30 29 1 8 10 10 38 43 4 19 10 28 
21 27 10 5 8 38 14 25 47 31 27 12 28 44 15 38 17 23 14 7 
2 35 5 37 15 12 50 20 14 18 50 1 40 1 49 14 27 21 34 2 
9 16 2 5 28 4 19 10 29 8 25 50 12 27 21 20 31 25 45 9 
36 6 45 21 11 4 20 1 49 16 38 38 34 6 43 34 3 33 6 27 
37 31 16 36 7 49 1 0 31 13 40 45 33 44 11 15 32 46 20 28 
32 28 33 35 35 27 31 22 43 49 1 29 42 21 40 6 14 36 45 11 
40 19 10 33 29 21 29 33 39 10 28 38 20 15 30 2 1 38 46 17 
39 34 46 34 10 11 5 0 28 36 49 42 15 36 46 6 1 5 40 40 
10 36 29 18 49 40 46 26 32 43 40 24 17 47 9 34 19 30 39 27 
40 22 22 43 35 22 10 2 21 33 40 3 12 48 6 8 23 46 42 27 
16 24 36 35 32 33 24 0 24 33 37 47 11 49 30 10 31 36 50 36 
29 7 29 41 22 8 34 49 14 47 1 10 29 18 46 12 20 14 28 48 
46 28 7 41 46 16 40 9 33 17 26 38 13 7 0 24 23 6 4 8 
13 26 2 3 21 6 17 27 5 11 7 18 44 41 38 33 47 34 15 6 
33 36 41 26 22 50 27 17 42 43 27 5 2 47 2 29 17 19 25 24 
5 41 6 36 17 30 43 21 24 33 0 38 38 33 2 15 49 31 39 20 
48 31 5 15 10 17 30 25 14 6 25 9 41 7 40 32 37 50 49 15 
19 1 13 41 16 11 49 14 43 46 32 44 43 7 23 1 2 40 30 15 
46 24 3 39 10 38 26 46 14 50 30 25 48 46 38 4 46 24 47 31 
43 20 2 20 22 13 21 24 38 26 45 38 32 39 34 48 36 21 36 40 
36 41 39 22 22 42 15 40 11 31 29 27 0 29 50 49 40 21 1 34 
15 9 1 12 46 45 31 41 35 32 35 7 45 23 8 26 7 15 29 26 
16 32 45 25 6 34 27 13 29 10 24 4 47 20 3 13 43 26 2 6 
16 40 21 29 10 8 36 10 43 12 30 26 46 25 14 32 49 1 2 23 
15 22 29 1 41 31 19 36 23 37 15 2 15 20 41 28 44 23 49 13 
38 8 43 49 2 24 18 27 23 37 29 41 28 41 30 32 28 37 42 33 
1 41 23 23 28 25 34 34 15 32 38 44 38 47 30 12 19 37 36 19 
26 31 33 39 27 10 11 32 9 20 33 8 20 41 45 49 13 18 24 6 
45 11 37 28 44 15 9 17 24 17 40 0 15 2 21 49 14 32 13 17 
6 27 3 45 42 10 19 25 22 34 7 42 33 33 13 48 40 36 40 50 
23 41 31 17 0 3 42 18 0 44 47 44 38 38 35 25 42 15 32 1 
19 15 16 28 49 16 11 36 29 2 15 24 4 12 43 49 13 35 42 47 
37 9 39 33 22 4 3 22 21 44 50 18 13 1 9 20 37 27 23 12 
49 47 35 46 1 27 49 19 48 9 19 45 23 0 9 21 19 26 46 12 
42 27 20 16 32 37 19 42 37 50 16 48 36 8 2 41 25 31 19 45 
25 5 26 24 35 46 16 2 35 21 16 15 41 33 18 34 4 21 9 29 
16 42 47 14 16 47 50 25 28 19 0 9 12 29 22 47 36 27 26 10 
27 35 47 6 35 46 24 24 42 4 12 28 16 46 8 29 18 4 12 28 
